framework,control_id,control_ref,control_family,direct_finding_count,source_backed_finding_count,source_matched_finding_count,source_capability_refs,review_area_refs,outbound_relationship_refs,inbound_relationship_refs,enrichment_status,sample_direct_finding_ids,sample_source_backed_finding_ids
pcisaqdsp,8.1.8,pcisaqdsp 8.1.8,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.2,pcisaqdsp 8.2,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.2.1.A,pcisaqdsp 8.2.1.A,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.2.1.B,pcisaqdsp 8.2.1.B,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.2.2,pcisaqdsp 8.2.2,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.2.3.A,pcisaqdsp 8.2.3.A,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.2.3.B,pcisaqdsp 8.2.3.B,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.2.4.A,pcisaqdsp 8.2.4.A,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.2.4.B,pcisaqdsp 8.2.4.B,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.2.5.A,pcisaqdsp 8.2.5.A,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.2.5.B,pcisaqdsp 8.2.5.B,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.2.6,pcisaqdsp 8.2.6,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.3.1,pcisaqdsp 8.3.1,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.3.2,pcisaqdsp 8.3.2,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.4.A,pcisaqdsp 8.4.A,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.4.B,pcisaqdsp 8.4.B,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.5,pcisaqdsp 8.5,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.5.1,pcisaqdsp 8.5.1,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.6,pcisaqdsp 8.6,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.7.A,pcisaqdsp 8.7.A,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.7.B,pcisaqdsp 8.7.B,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.7.C,pcisaqdsp 8.7.C,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.8,pcisaqdsp 8.8,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.1,pcisaqdsp 9.1,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.1.1.A,pcisaqdsp 9.1.1.A,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.1.1.B,pcisaqdsp 9.1.1.B,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.1.1.C,pcisaqdsp 9.1.1.C,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.1.1.D,pcisaqdsp 9.1.1.D,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.1.2,pcisaqdsp 9.1.2,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.1.3,pcisaqdsp 9.1.3,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.10,pcisaqdsp 9.10,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.2.A,pcisaqdsp 9.2.A,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.2.B,pcisaqdsp 9.2.B,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.2.C,pcisaqdsp 9.2.C,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.3,pcisaqdsp 9.3,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.4.1,pcisaqdsp 9.4.1,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.4.2.A,pcisaqdsp 9.4.2.A,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.4.2.B,pcisaqdsp 9.4.2.B,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.4.3,pcisaqdsp 9.4.3,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.4.4.A,pcisaqdsp 9.4.4.A,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.4.4.B,pcisaqdsp 9.4.4.B,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.4.4.C,pcisaqdsp 9.4.4.C,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.5,pcisaqdsp 9.5,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.5.1,pcisaqdsp 9.5.1,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.6.1,pcisaqdsp 9.6.1,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.6.2,pcisaqdsp 9.6.2,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.6.3,pcisaqdsp 9.6.3,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.6.A,pcisaqdsp 9.6.A,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.7,pcisaqdsp 9.7,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.7.1.A,pcisaqdsp 9.7.1.A,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.7.1.B,pcisaqdsp 9.7.1.B,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.8.1.A,pcisaqdsp 9.8.1.A,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.8.1.B,pcisaqdsp 9.8.1.B,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.8.2,pcisaqdsp 9.8.2,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.8.A,pcisaqdsp 9.8.A,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.8.B,pcisaqdsp 9.8.B,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.9.1.A,pcisaqdsp 9.9.1.A,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.9.1.B,pcisaqdsp 9.9.1.B,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.9.1.C,pcisaqdsp 9.9.1.C,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.9.2.A,pcisaqdsp 9.9.2.A,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.9.2.B,pcisaqdsp 9.9.2.B,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.9.3.A,pcisaqdsp 9.9.3.A,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.9.3.B,pcisaqdsp 9.9.3.B,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.9.A,pcisaqdsp 9.9.A,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.9.B,pcisaqdsp 9.9.B,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,9.9.C,pcisaqdsp 9.9.C,PCI SAQ D-SP 9 9 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,SD-SAQD(SERVICEPROVIDER),pcisaqdsp SD-SAQD(SERVICEPROVIDER),PCI SAQ D-SP Appendix Appendix Controls,0,0,0,,,,,framework_catalog_only,,
soc2,A1.1,soc2 A1.1,SOC 2 A1 Availability,26,0,0,,,,,direct_control_only,aws-cloudwatch-log-group-retention; aws-dynamodb-pitr; aws-logs-retention-365; aws-rds-backup-enabled; aws-rds-deletion-protection; aws-rds-multi-az-enabled; aws-s3-bucket-versioning-enabled; backup-encryption; backup-offsite; backup-retention; backup-rpo-compliance; backup-testing; cert-expiry-30-days; compliance-bcdr-plan-exists; db-backup-enabled; db-multi-az; gcp-gke-auto-repair; gcp-sql-backup-enabled; k8s-deployment-multiple-replicas; k8s-pod-liveness-probe-required; k8s-pod-readiness-probe-required; k8s-pod-resource-limits; pci-audit-retention; resolution-time-breach; uptime-breach-enterprise; ... 1 more,
soc2,A1.2,soc2 A1.2,SOC 2 A1 Availability,13,0,0,,,,,direct_control_only,aws-rds-backup-enabled; aws-rds-deletion-protection; aws-rds-multi-az-enabled; aws-s3-bucket-versioning-enabled; aws-s3-cross-region-replication; bucket-sensitive-no-lock; compliance-bcdr-plan-exists; gcp-sql-backup-enabled; k8s-deployment-multiple-replicas; k8s-pod-liveness-probe-required; k8s-pod-readiness-probe-required; k8s-pod-resource-limits; uptime-breach-enterprise,
soc2,A1.3,soc2 A1.3,SOC 2 A1 Availability,22,0,0,,,,,direct_control_only,aws-cloudwatch-log-group-retention; aws-dynamodb-pitr; aws-logs-retention-365; aws-rds-backup-enabled; aws-rds-deletion-protection; aws-rds-multi-az-enabled; aws-s3-bucket-versioning-enabled; backup-encryption; backup-offsite; backup-retention; backup-rpo-compliance; backup-testing; cert-expiry-30-days; compliance-bcdr-plan-exists; db-backup-enabled; db-multi-az; gcp-sql-backup-enabled; k8s-deployment-multiple-replicas; k8s-pod-liveness-probe-required; k8s-pod-readiness-probe-required; k8s-pod-resource-limits; pci-audit-retention,
soc2,C1.1,soc2 C1.1,SOC 2 C1 Confidentiality,67,12,12,aws/kms_key [supported]; aws/s3_bucket [supported],,,,direct_source_backed,admin-inactive-keys; admin-keys-unrotated; admin-keys-year-unrotated; aws-ec2-instance-profile-attached; aws-ecs-secrets-in-env-vars; aws-iam-access-key-rotation; aws-iam-root-no-access-keys; aws-iam-user-console-inactive; aws-iam-user-multiple-access-keys; aws-iam-user-unused-credentials; aws-lambda-secrets-in-env-vars; aws-s3-bucket-cleartext-key; aws-secretsmanager-secret-used; azure-storage-secrets-artifact; backup-encryption; bucket-cleartext-admin-keys; bucket-cleartext-keys-data; bucket-keys-excessive-access; bucket-public-sensitive; cert-weak-key; cert-weak-signature; container-cleartext-cloud-keys; container-cross-account-keys; container-image-cleartext-keys; data-access-keys-unrotated; ... 42 more,aws-ec2-instance-profile-attached; aws-ecs-secrets-in-env-vars; aws-iam-access-key-rotation; aws-iam-root-no-access-keys; aws-iam-user-console-inactive; aws-iam-user-multiple-access-keys; aws-iam-user-unused-credentials; aws-lambda-secrets-in-env-vars; aws-s3-bucket-cleartext-key; aws-secretsmanager-secret-used; container-cleartext-cloud-keys; gcp-kms-public
soc2,C1.2,soc2 C1.2,SOC 2 C1 Confidentiality,0,0,0,,,,,framework_catalog_only,,
soc2,CC1.1,soc2 CC1.1,SOC 2 CC1 Control Environment,0,0,0,,,,,framework_catalog_only,,
soc2,CC1.2,soc2 CC1.2,SOC 2 CC1 Control Environment,2,2,2,,,,,direct_source_backed,grc-control-missing-evidence-coverage; grc-control-test-needs-attention,grc-control-missing-evidence-coverage; grc-control-test-needs-attention
soc2,CC1.3,soc2 CC1.3,SOC 2 CC1 Control Environment,0,0,0,,,,,framework_catalog_only,,
soc2,CC1.4,soc2 CC1.4,SOC 2 CC1 Control Environment,5,0,0,,,,,direct_control_only,ai-bias-testing; ai-explainability; backstage-critical-component-missing-owner; compliance-background-checks; compliance-security-training,
soc2,CC1.5,soc2 CC1.5,SOC 2 CC1 Control Environment,1,0,0,,,,,direct_control_only,compliance-background-checks,
soc2,CC2.1,soc2 CC2.1,SOC 2 CC2 Communication and Information,0,0,0,,,,,framework_catalog_only,,
soc2,CC2.2,soc2 CC2.2,SOC 2 CC2 Communication and Information,1,0,0,,,,,direct_control_only,grc-document-needs-owner-or-upload,
soc2,CC2.3,soc2 CC2.3,SOC 2 CC2 Communication and Information,0,0,0,,,,,framework_catalog_only,,
soc2,CC3.1,soc2 CC3.1,SOC 2 CC3 Risk Assessment,1,0,0,,,,,direct_control_only,compliance-risk-assessment-annual,
soc2,CC3.2,soc2 CC3.2,SOC 2 CC3 Risk Assessment,32,0,0,,,,,direct_control_only,ai-agent-human-approval-destructive-actions; ai-agent-secret-redaction; ai-agent-tool-allowlist-required; ai-data-retention-reviewed; ai-embedding-store-encrypted; ai-foundation-model-safety-card-required; ai-genai-secure-development-review; ai-high-risk-use-case-registered; ai-model-evaluation-before-release; ai-model-incident-runbook; ai-model-monitoring-drift-threshold; ai-model-rate-limit-cost-guardrail; ai-model-supply-chain-attestation; ai-prompt-injection-test-coverage; ai-rag-source-citation-required; ai-rag-vector-index-access-control; ai-risk-assessment; ai-sensitive-output-filtering; ai-system-owner-assigned; ai-third-party-model-risk-review; ai-training-data-provenance; aws-bedrock-agent-action-group-approval-required; aws-bedrock-guardrail-content-filter-enabled; aws-bedrock-knowledge-base-encrypted; aws-bedrock-model-invocation-logging-enabled; ... 7 more,
soc2,CC3.3,soc2 CC3.3,SOC 2 CC3 Risk Assessment,0,0,0,,,,,framework_catalog_only,,
soc2,CC3.4,soc2 CC3.4,SOC 2 CC3 Risk Assessment,0,0,0,,,,,framework_catalog_only,,
soc2,CC4,soc2 CC4,SOC 2 CC4 Monitoring Activities,30,0,0,,,,,direct_control_only,aws-cloudtrail-enabled; aws-cloudwatch-alarm-missing; aws-cloudwatch-log-group-encrypted; aws-cloudwatch-log-group-retention; aws-codebuild-public-logs; aws-config-enabled-all-regions; aws-ec2-detailed-monitoring-enabled; aws-eks-control-plane-logging; aws-logs-retention-365; aws-rds-logging-enabled; aws-s3-bucket-logging-enabled; aws-vpc-flow-logs-enabled; azure-keyvault-logging; azure-sql-auditing-enabled; db-audit-logging; endpoint-malware-detection; endpoint-sentinelone-active; gcp-audit-logging-enabled; gcp-log-sink-access; gcp-logging-disabled; github-repo-secrets-exposure; ml-model-registry-no-versioning; network-ids-coverage; pci-audit-retention; pci-audit-trail-enabled; ... 5 more,
soc2,CC4.1,soc2 CC4.1,SOC 2 CC4 Monitoring Activities,2,0,0,,,,,direct_control_only,aws-cloudtrail-s3-data-events; security-tooling-map-control-coverage-gap,
soc2,CC4.2,soc2 CC4.2,SOC 2 CC4 Monitoring Activities,0,0,0,,,,,framework_catalog_only,,
soc2,CC5.1,soc2 CC5.1,SOC 2 CC5 Control Activities,0,0,0,,,,,framework_catalog_only,,
soc2,CC5.2,soc2 CC5.2,SOC 2 CC5 Control Activities,1,0,0,,,,,direct_control_only,same-user-approve-execute,
soc2,CC5.3,soc2 CC5.3,SOC 2 CC5 Control Activities,1,0,0,,,,,direct_control_only,same-user-approve-execute,
soc2,CC6,soc2 CC6,SOC 2 CC6 Logical and Physical Access,0,0,0,,,,,framework_catalog_only,,
soc2,CC6.1,soc2 CC6.1,SOC 2 CC6 Logical and Physical Access,871,676,676,aws/effective_permission [supported]; aws/iam_credential_report [supported]; aws/iam_policy [supported]; aws/iam_role_trust [supported]; aws/secret [supported]; github/fine_grained_permissions [partial]; okta/admin_roles [partial]; okta/authenticators [supported]; okta/policy_rules [supported]; okta/users [supported],SOC 2/access-authorization,SOC 2 CC6.2 [sibling_scope/review_hint]; SOC 2 CC6.3 [sibling_scope/review_hint],,direct_source_backed,admin-inactive-keys; admin-keys-unrotated; admin-keys-year-unrotated; ai-data-governance; ai-model-inventory; anthropic-unmanaged-active-api-key; api-admin-function-public; api-cors-wildcard-credentials; api-deprecated-version-public; api-endpoint-no-authentication; api-inventory-owner-missing; api-mtls-required-missing-sensitive-service; api-object-level-authorization-missing; api-rate-limit-missing; api-refresh-token-rotation-disabled; api-schema-validation-missing; api-sensitive-response-field-exposed; api-shadow-endpoint-detected; api-third-party-timeout-missing; api-third-party-tls-validation-disabled; api-token-ttl-too-long; aws-access-analyzer-unused-access-finding; aws-account-alternate-contact-security; aws-account-security-contact-configured; aws-api-gateway-no-authorization; ... 846 more,admin-inactive-keys; admin-keys-unrotated; admin-keys-year-unrotated; anthropic-unmanaged-active-api-key; aws-access-analyzer-unused-access-finding; aws-account-alternate-contact-security; aws-account-security-contact-configured; aws-api-gateway-no-authorization; aws-backup-vault-encrypted; aws-backup-vault-locked; aws-cloudformation-stack-drift-detected; aws-cloudformation-stack-termination-protection; aws-cloudfront-origin-access-control-required; aws-cloudfront-response-headers-policy-security; aws-cloudfront-waf-enabled; aws-cloudtrail-kms-encryption; aws-cloudtrail-log-integrity; aws-default-sg-no-rules; aws-ec2-iam-instance-profile; aws-ec2-instance-profile-attached; aws-ec2-public-ports-restricted; aws-ecs-ports-restricted; aws-ecs-secrets-in-env-vars; aws-ecs-service-public-ip-disabled; aws-ecs-ssh-denied; ... 651 more
soc2,CC6.2,soc2 CC6.2,SOC 2 CC6 Logical and Physical Access,253,141,141,aws/effective_permission [supported]; aws/iam_policy [supported]; aws/iam_role_assignment [supported]; github/fine_grained_permissions [partial]; okta/admin_roles [partial]; okta/group_memberships [supported]; okta/users [supported],SOC 2/access-authorization,,SOC 2 CC6.1 [sibling_scope/review_hint],direct_source_backed,account-lateral-dormant; admin-inactive-keys; admin-keys-unrotated; admin-keys-year-unrotated; ai-agent-lambda-data-access; ai-model-excessive-agency; ai-model-third-party-access; aws-apigateway-public; aws-bedrock-custom-model-public; aws-codebuild-privileged-mode; aws-codebuild-public-logs; aws-ec2-ami-not-public; aws-ec2-ebs-snapshot-not-public; aws-ec2-instance-profile-attached; aws-ec2-internet-facing-iam; aws-ecr-public-repository; aws-eks-public-endpoint-disabled; aws-iam-access-key-rotation; aws-iam-no-full-admin; aws-iam-no-policies-attached-user; aws-iam-password-policy; aws-iam-policy-no-admin-star; aws-iam-role-confused-deputy-prevention; aws-iam-role-cross-account-admin; aws-iam-role-trust-any-principal; ... 228 more,account-lateral-dormant; admin-inactive-keys; admin-keys-unrotated; admin-keys-year-unrotated; aws-apigateway-public; aws-bedrock-custom-model-public; aws-codebuild-privileged-mode; aws-codebuild-public-logs; aws-ec2-ami-not-public; aws-ec2-ebs-snapshot-not-public; aws-ec2-instance-profile-attached; aws-ec2-internet-facing-iam; aws-ecr-public-repository; aws-eks-public-endpoint-disabled; aws-iam-access-key-rotation; aws-iam-no-full-admin; aws-iam-no-policies-attached-user; aws-iam-password-policy; aws-iam-policy-no-admin-star; aws-iam-role-confused-deputy-prevention; aws-iam-role-cross-account-admin; aws-iam-role-trust-any-principal; aws-iam-role-wildcard-trust; aws-iam-root-mfa-enabled; aws-iam-root-no-access-keys; ... 116 more
soc2,CC6.3,soc2 CC6.3,SOC 2 CC6 Logical and Physical Access,28,1,1,,SOC 2/access-authorization,,SOC 2 CC6.1 [sibling_scope/review_hint],direct_source_backed,aws-iam-access-analyzer-enabled; aws-iam-users-via-groups; github-org-owner-role-review-needed; identity-account-deprovision; identity-break-glass-account-review; identity-conditional-access-high-risk-signin; identity-cyberark-deprovision; identity-duo-deprovision; identity-forgerock-deprovision; identity-github-deprovision; identity-idp-risky-user-unresolved; identity-jumpcloud-deprovision; identity-offboarding-sla; identity-office365-deprovision; identity-oracle-idcs-deprovision; identity-passkey-enrollment-admins; identity-phishing-resistant-mfa-admins; identity-pingidentity-deprovision; identity-privileged-access-review-overdue; identity-sailpoint-deprovision; identity-saviynt-deprovision; identity-scim-deprovisioning-disabled; identity-service-account-owner-missing; identity-session-lifetime-too-long-admin; identity-slack-deprovision; ... 3 more,aws-iam-access-analyzer-enabled
soc2,CC6.4,soc2 CC6.4,SOC 2 CC6 Logical and Physical Access,0,0,0,,,,,framework_catalog_only,,
soc2,CC6.5,soc2 CC6.5,SOC 2 CC6 Logical and Physical Access,0,0,0,,,,,framework_catalog_only,,
soc2,CC6.6,soc2 CC6.6,SOC 2 CC6 Logical and Physical Access,213,54,54,aws/iam_role_trust [supported]; aws/public_endpoint [supported]; aws/resource_exposure [supported]; aws/s3_bucket [supported]; aws/security_group [supported],SOC 2/access-authorization,,,direct_source_backed,api-admin-function-public; api-cors-wildcard-credentials; api-deprecated-version-public; api-endpoint-no-authentication; api-inventory-owner-missing; api-mtls-required-missing-sensitive-service; api-object-level-authorization-missing; api-rate-limit-missing; api-refresh-token-rotation-disabled; api-schema-validation-missing; api-sensitive-response-field-exposed; api-shadow-endpoint-detected; api-third-party-timeout-missing; api-third-party-tls-validation-disabled; api-token-ttl-too-long; aws-api-gateway-no-authorization; aws-apigateway-public; aws-bedrock-custom-model-public; aws-codebuild-public-logs; aws-codebuild-public-trigger; aws-default-sg-no-rules; aws-ec2-ami-not-public; aws-ec2-ebs-snapshot-not-public; aws-ec2-internet-facing-iam; aws-ec2-public-ip-rdp; ... 188 more,aws-api-gateway-no-authorization; aws-apigateway-public; aws-bedrock-custom-model-public; aws-codebuild-public-logs; aws-codebuild-public-trigger; aws-default-sg-no-rules; aws-ec2-ami-not-public; aws-ec2-ebs-snapshot-not-public; aws-ec2-internet-facing-iam; aws-ec2-public-ip-rdp; aws-ec2-public-ip-ssh; aws-ec2-public-ports-restricted; aws-ec2-sg-no-all-traffic-ingress; aws-ecr-public-repository; aws-ecs-ports-restricted; aws-ecs-secrets-in-env-vars; aws-ecs-ssh-denied; aws-eks-private-endpoint; aws-eks-public-endpoint-disabled; aws-elasticache-public; aws-elb-internet-facing-no-waf; aws-elb-target-public-subnet; aws-iam-role-confused-deputy-prevention; aws-iam-role-cross-account-admin; aws-lambda-in-vpc; ... 29 more
soc2,CC6.7,soc2 CC6.7,SOC 2 CC6 Logical and Physical Access,18,1,1,,SOC 2/access-authorization,,,direct_source_backed,aws-alb-http-to-https; aws-s3-https-only; azure-vm-unmanaged-disk; bucket-sensitive-no-lock; cert-expired; cert-expiry-30-days; cert-self-signed; cert-weak-key; cert-weak-signature; db-ssl-connections; endpoint-disk-encryption; endpoint-intune-disk-encryption; endpoint-jamf-disk-encryption; endpoint-kandji-disk-encryption; gcp-kms-public; pci-transmission-encrypted; tls-version-outdated; tls-weak-ciphers,aws-s3-https-only
soc2,CC6.8,soc2 CC6.8,SOC 2 CC6 Logical and Physical Access,15,0,0,,SOC 2/access-authorization,,,direct_control_only,endpoint-edr-installed; endpoint-edr-reporting; endpoint-intune-noncompliant; endpoint-kandji-edr-installed; endpoint-kandji-password-manager; endpoint-malware-detection; endpoint-mdm-enrolled; endpoint-password-manager; endpoint-sentinelone-active; pci-antivirus-enabled; sentinelone-agent-detect-only-mode; sentinelone-command-control; sentinelone-malware; sentinelone-protection-control-tampering; sentinelone-risky-exclusion,
soc2,CC7,soc2 CC7,SOC 2 CC7 System Operations,0,0,0,,,,,framework_catalog_only,,
soc2,CC7.1,soc2 CC7.1,SOC 2 CC7 System Operations,553,428,428,aws/container_vulnerability [supported]; aws/inspector2_finding [supported]; github/code_security_alerts [supported],SOC 2/security-operations,SOC 2 CC7.2 [evidence_dependency/review_hint]; SOC 2 CC7.3 [evidence_dependency/review_hint],,direct_source_backed,api-admin-function-public; api-cors-wildcard-credentials; api-deprecated-version-public; api-endpoint-no-authentication; api-inventory-owner-missing; api-mtls-required-missing-sensitive-service; api-object-level-authorization-missing; api-rate-limit-missing; api-refresh-token-rotation-disabled; api-schema-validation-missing; api-sensitive-response-field-exposed; api-shadow-endpoint-detected; api-third-party-timeout-missing; api-third-party-tls-validation-disabled; api-token-ttl-too-long; archetype-vulnerability-active; aurelius-promoted-vulnerability-active; aws-access-analyzer-unused-access-finding; aws-account-alternate-contact-security; aws-account-security-contact-configured; aws-backup-vault-encrypted; aws-backup-vault-locked; aws-cloudformation-stack-drift-detected; aws-cloudformation-stack-termination-protection; aws-cloudfront-origin-access-control-required; ... 528 more,archetype-vulnerability-active; aurelius-promoted-vulnerability-active; aws-access-analyzer-unused-access-finding; aws-account-alternate-contact-security; aws-account-security-contact-configured; aws-backup-vault-encrypted; aws-backup-vault-locked; aws-cloudformation-stack-drift-detected; aws-cloudformation-stack-termination-protection; aws-cloudfront-origin-access-control-required; aws-cloudfront-response-headers-policy-security; aws-cloudfront-waf-enabled; aws-ecr-immutable-tags; aws-ecs-service-public-ip-disabled; aws-ecs-task-definition-no-privileged; aws-ecs-task-definition-nonroot-user; aws-ecs-task-definition-readonly-root; aws-efs-backup-enabled; aws-efs-encrypted; aws-eventbridge-rule-cross-account-target; aws-guardduty-c2-traffic; aws-guardduty-crypto-mining; aws-guardduty-malware-finding; aws-kms-key-deletion-scheduled; aws-kms-key-policy-public; ... 403 more
